"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"606","10.1177/19485506211029767","Justice and inclusion mutually cause each other","justice and inclusion mutually cause each other",3,"CC Martin, MJ Zyphur",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211029767",111,FALSE,3,3,2,2,1,"Justice should increase inclusion because just treatment conveys acceptance and enables social exchanges that build cohesion. Inclusion should increase justice because people can …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211029767","https://scholar.google.com/scholar?q=related:RcXxIJQlZ7oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"607","10.1177/19485506211030102","Unsupported and stigmatized? The association between relationship status and well-being is mediated by social support and social discrimination","unsupported and stigmatized the association betwee",15,"YU Girme, CG Sibley, BW Hadden…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211030102",33,FALSE,15,15,4,4,1,"Single adults, on average, experience worse well-being compared to coupled adults. But why? The current research bridged interpersonal and intergroup perspectives to examine …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211030102","https://scholar.google.com/scholar?q=related:2A6ik5XLp0UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"608","10.1177/19485506211030398","Professors who signal a fixed mindset about ability undermine women's performance in STEM","professors who signal a fixed mindset about abilit",33,"EA Canning, E Ozier, HE Williams…; EA Canning, E Ozier…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211030398",15,FALSE,33,33,8,4,1,"Two studies investigate how science, technology, engineering, and math (STEM) professors' fixed mindsets—the belief that intelligence is fixed and unchangeable—may induce …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211030398","https://scholar.google.com/scholar?q=related:2ReeJPWBrxUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"609","10.1177/19485506211031082","“White” Self-Identification: A Source of Uniqueness Threat","white selfidentification a source of uniqueness th",4,"K Rios, CD Mackey",2022,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211031082",100,FALSE,4,4,2,2,1,"The present research introduces the possibility that Whiteness can threaten majority group members' sense of uniqueness and reduce their support for multiculturalism, an ideology …",NA,"https://scholar.google.com/scholar?q=related:qVtXgJv7iZkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"610","10.1177/19485506211031722","Typical is trustworthy-evidence for a generalized heuristic","typical is trustworthyevidence for a generalized h",4,"H Alves, P Uğurlar…",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211031722",69,FALSE,4,4,1,3,1,"When judging whether someone is trustworthy, people rely on the perceptual typicality of a person's face. We tested whether a more general typical-is-trustworthy heuristic exists based …","https://www.researchgate.net/profile/Hans-Alves/publication/353889321_Typical_is_Trustworthy_-_Evidence_for_a_Generalized_Heuristic/links/611e14f5169a1a01030f8e48/Typical-is-Trustworthy-Evidence-for-a-Generalized-Heuristic.pdf","https://scholar.google.com/scholar?q=related:9QCKxC1cGlwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"611","10.1177/19485506211033748","Male allies at work: Gender-equality supportive men reduce negative underrepresentation effects among women","male allies at work genderequality supportive men ",41,"CE Moser, NR Branscombe",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211033748",11,FALSE,41,41,21,2,1,"Does commitment to allyship from a dominant group member cue identity-safety for women in male-dominated environments? We examine this question by assessing women's …","https://www.researchgate.net/profile/Charlotte-Moser-2/publication/353776936_Male_Allies_at_Work_Gender-Equality_Supportive_Men_Reduce_Negative_Underrepresentation_Effects_Among_Women/links/611163011ca20f6f860c74a2/Male-Allies-at-Work-Gender-Equality-Supportive-Men-Reduce-Negative-Underrepresentation-Effects-Among-Women.pdf","https://scholar.google.com/scholar?q=related:ZGLMQ7lezZsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"612","10.1177/19485506211034277","Implicit ambivalence: A driving force to improve relationship problems","implicit ambivalence a driving force to improve re",11,"R Faure, JK McNulty, AL Meltzer…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211034277",37,FALSE,11,11,3,4,1,"Implicit ambivalence involves holding strong positive and negative implicit evaluations toward the same object. This state is common in close relationships because even the most …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211034277","https://scholar.google.com/scholar?q=related:aooH2V7a8fIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"613","10.1177/19485506211034390","Disclosure style and response engagement during disclosures of concealable stigmatized identities","disclosure style and response engagement during di",3,"R Cipollina, DT Sanchez, A Egert…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211034390",84,FALSE,3,3,1,4,1,"Supportive disclosure experiences benefit the well-being of those with concealable stigmatized identities (CSIs). The present research examines relationships between …",NA,"https://scholar.google.com/scholar?q=related:uVjLLZSaMCEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"614","10.1177/19485506211034966","A tale of peaks and valleys: Sinusoid relationship patterns between mountainousness and basic human values","a tale of peaks and valleys sinusoid relationship ",12,"S Stieger, FM Götz, C Wilson, S Volsa…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211034966",36,FALSE,12,12,2,5,1,"Mountains—mythic and majestic—have fueled widespread speculation about their effects on character. Emerging empirical evidence has begun to show that physical topography is …","https://journals.sagepub.com/doi/full/10.1177/19485506211034966","https://scholar.google.com/scholar?q=related:5ISTxcvv8i4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"615","10.1177/19485506211034972","The “next” effect: When a better future worsens the present","the next effect when a better future worsens the p",6,"E O'Brien",2022,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211034972",72,FALSE,6,6,6,1,1,"Various domains of life are improving over time, meaning the future is filled with exciting advances that people can now look forward to (eg, in technology). Three preregistered …","https://www.researchgate.net/profile/Ed-Obrien/publication/366924270_The_'Next'_Effect_When_A_Better_Future_Worsens_The_Present/links/63d34946c465a873a25ff0e5/The-Next-Effect-When-A-Better-Future-Worsens-The-Present.pdf","https://scholar.google.com/scholar?q=related:RoFx2ng62TAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"616","10.1177/19485506211034979","Which facial features are central in impression formation?","which facial features are central in impression fo",28,"B Jaeger, AL Jones",2022,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211034979",28,FALSE,28,28,14,2,1,"Which facial characteristics do people rely on when forming personality impressions? Previous research has uncovered an array of facial features that influence people's …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211034979","https://scholar.google.com/scholar?q=related:TugP0n8xmJgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"617","10.1177/19485506211035003","To pursue or not to pursue STEM? Faculty behavior enhances student involvement in STEM roles by signaling role-specific support","to pursue or not to pursue stem faculty behavior e",3,"JB Norman, MA Fuesting, DM Geerling…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211035003",95,FALSE,3,3,1,4,1,"Four studies examine the faculty–student relationship as a mechanism through which students ascertain their place in science, technology, engineering, and mathematics (STEM) …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211035003","https://scholar.google.com/scholar?q=related:NU3Oj8C3LM8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"618","10.1177/19485506211035924","Women's Safety Concerns and Academia: How Safety Concerns Can Create Opportunity Gaps","womens safety concerns and academia how safety con",5,"S Trawalter, J Doleac, L Palmer…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211035924",66,FALSE,5,5,1,4,1,"The present work documents the safety concerns of men and women in academia and how these concerns can create opportunity gaps. Across five samples including undergraduate …","http://jenniferdoleac.com/wp-content/uploads/2021/07/TrawalterEtAl_SPPS.pdf","https://scholar.google.com/scholar?q=related:m1SNvMwj2-8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"619","10.1177/19485506211036610","Genetic and Environmental Factors of Non-Ability-Based Confidence","genetic and environmental factors of nonabilitybas",0,"RL Vogt, A Zheng, DA Briley…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211036610",115,FALSE,0,0,0,4,1,"Non-ability-based confidence is confidence in one's ability that is not calibrated to actual ability. Here, we examine what psychological factors are associated with possessing more …",NA,"https://scholar.google.com/scholar?q=related:2zPgee_lyngJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"620","10.1177/19485506211037140","Persuading the implicit mind: Changing negative implicit evaluations with an 8-minute podcast","persuading the implicit mind changing negative imp",3,"B Kurdi, TC Mann, MJ Ferguson",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211037140",76,FALSE,3,3,1,3,1,"Implicit evaluations can be malleable via reinterpretation of previously encountered evidence. Here, we report three studies (N= 1,007) investigating the robustness of this …","https://benedekkurdi.com/files/Kurdi_SPPS_2021.pdf","https://scholar.google.com/scholar?q=related:WgUXZP7TWuoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"621","10.1177/19485506211037296","Failure leads protest movements to support more radical tactics","failure leads protest movements to support more ra",10,"WR Louis, M Lizzio-Wilson, M Cibich…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211037296",41,FALSE,10,10,3,4,1,"Most social movements will encounter setbacks in their pursuit of sociopolitical change. However, little is known about how movements are affected after protestors fail to achieve …","http://fathalimoghaddam.com/wp-content/uploads/2021/10/19485506211037296-Louis-et-al-spps-failure.pdf","https://scholar.google.com/scholar?q=related:hdKu-yoUVCoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
