"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"697","10.1177/01461672221115558","Social-judgment comparisons in daily life","socialjudgment comparisons in daily life",1,"S Thai, P Lockwood",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221115558","https://scholar.google.com/scholar?cites=3582369170888766035&as_sdt=2005&sciodt=0,5&hl=en",95,FALSE,NA,1,1,1,2,1,"Comparison processes are critical to social judgments, yet little is known about how individuals compare people other than themselves in daily life (social-judgment …","https://www.researchgate.net/profile/Sabrina-Thai/publication/363232716_Social-Judgment_Comparisons_in_Daily_Life/links/6422fe1392cfd54f8435563f/Social-Judgment-Comparisons-in-Daily-Life.pdf","https://scholar.google.com/scholar?q=related:U7Ii3cchtzEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"698","10.1177/01461672221115941","Definitions of solitude in everyday life","definitions of solitude in everyday life",7,"N Weinstein, H Hansen…",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221115941","https://scholar.google.com/scholar?cites=12567780207352809156&as_sdt=2005&sciodt=0,5&hl=en",73,FALSE,NA,7,7,2,3,1,"What does it mean to be in solitude? Researchers building this nascent field are learning much about the potential affordances of solitude, but lack an agreed-upon definition or set of …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221115941","https://scholar.google.com/scholar?q=related:xAZz-oK5aa4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"699","10.1177/01461672221115943","High-Quality Contact With Fellow Majority Group Students Is Associated With Better Academic Performance of Minority Group Students","highquality contact with fellow majority group stu",2,"R Kahalon, N Shnabel, K Sharvit…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221115943","https://scholar.google.com/scholar?cites=3335806375907278113&as_sdt=2005&sciodt=0,5&hl=en",54,FALSE,NA,2,2,1,4,1,"We examined the association between intergroup contact and academic performance at university among minority students in a context with a segregated pre-university school …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221115943","https://scholar.google.com/scholar?q=related:Ib1vmzkqSy4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"700","10.1177/01461672221117690","Insecure attachment orientation in adults and children and negative attribution bias: A meta-analysis","insecure attachment orientation in adults and chil",3,"D Li, KB Carnelley, AC Rowe",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221117690","https://scholar.google.com/scholar?cites=11461830670732680574&as_sdt=2005&sciodt=0,5&hl=en",46,FALSE,NA,3,3,1,3,1,"This is the first meta-analysis to synthesize the literature on insecure attachment and negative attribution bias (NAB) from both developmental and social/personality attachment …","https://www.researchgate.net/profile/Danyang_Li27/publication/362790238_Insecure_attachment_orientation_in_adults_and_children_and_negative_attribution_bias_A_meta-analysis/links/6331ccfc86b22d3db4e53823/Insecure-Attachment-Orientation-in-Adults-and-Children-and-Negative-Attribution-Bias-A-Meta-Analysis.pdf","https://scholar.google.com/scholar?q=related:ft2yhESaEJ8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"701","10.1177/01461672221117691","“I think this news is accurate”: Endorsing accuracy decreases the sharing of fake news and increases the sharing of real news","i think this news is accurate endorsing accuracy d",13,"V Capraro, T Celadin",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221117691","https://scholar.google.com/scholar?cites=498868652235121588&as_sdt=2005&sciodt=0,5&hl=en",5,FALSE,NA,13,13,7,2,1,"Accuracy prompts, nudges that make accuracy salient, typically decrease the sharing of fake news, while having little effect on real news. Here, we introduce a new accuracy prompt that …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221117691","https://scholar.google.com/scholar?q=related:tGMNZmVW7AYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"702","10.1177/01461672221118184","Psychological distance to science as a predictor of science skepticism across domains","psychological distance to science as a predictor o",9,"B Većkalov, N Zarzeczna, J McPhetres…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221118184","https://scholar.google.com/scholar?cites=9894912097340137976&as_sdt=2005&sciodt=0,5&hl=en",33,FALSE,NA,9,9,2,4,1,"This article presents and tests psychological distance to science (PSYDISC) as a domain-general predictor of science skepticism. Drawing on the concept of psychological distance …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221118184","https://scholar.google.com/scholar?q=related:-KGshSDKUYkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"703","10.1177/01461672221118187","Authentic for Thee But Not for Me: Perceived Authenticity in Self-Control Conflicts","authentic for thee but not for me perceived authen",1,"KE Garrison, GN Rivera, RJ Schlegel…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221118187","https://scholar.google.com/scholar?cites=8207785796377843933&as_sdt=2005&sciodt=0,5&hl=en",130,FALSE,NA,1,1,0,4,1,"Is self-control authentic? Across several hypothetical scenarios, participants perceived impulsive actions as more authentic for others (Study 1a) but self-control as more authentic …",NA,"https://scholar.google.com/scholar?q=related:3RiZ8bHp53EJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"704","10.1177/01461672221119356","I'm still spending: Financial contingency of self-worth predicts financial motivational conflict and compulsive buying","im still spending financial contingency of selfwor",1,"L Park, DE Ward, K Naragon-Gainey…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221119356","https://scholar.google.com/scholar?cites=8218584882023834206&as_sdt=2005&sciodt=0,5&hl=en",75,FALSE,NA,1,1,0,4,1,"People with financially contingent self-worth (FCSW) base their self-esteem on money and feel pressured to achieve financial success. However, the present research suggests such …","https://ubwp.buffalo.edu/selfandmotivationlab/wp-content/uploads/sites/91/2022/11/Park-et-al.-2022-PSPB.pdf","https://scholar.google.com/scholar?q=related:XiJtAWhHDnIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"705","10.1177/01461672221120493","Correlated Change Between Personality Traits and Perceived Social Support in Old Age","correlated change between personality traits and p",1,"GN Pfund, M Allemand",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221120493","https://scholar.google.com/scholar?cites=9791778429770626399&as_sdt=2005&sciodt=0,5&hl=en",126,FALSE,NA,1,1,1,2,1,"This study investigated correlated change between the Big Five personality traits and perceived social support in old age. Two data waves with an 8-year span from the …","https://drive.google.com/file/d/1n1gNU1_bgkG2szh9Emq1XqAXwI78YKg5/view","https://scholar.google.com/scholar?q=related:X3XPUZpi44cJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"706","10.1177/01461672221120612","Examining beliefs about the benefits of self-affirmation for mitigating self-threat","examining beliefs about the benefits of selfaffirm",1,"SL Reeves, T Nguyen, AA Scholer…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221120612","https://scholar.google.com/scholar?cites=10973949001219649394&as_sdt=2005&sciodt=0,5&hl=en",82,FALSE,NA,1,1,0,4,1,"Self-affirmation—reflecting on a source of global self-integrity outside of the threatened domain—can mitigate self-threat in education, health, relationships, and more. Whether …","https://u.osu.edu/fujita/files/2022/12/Reeves-et-al-in-press.pdf","https://scholar.google.com/scholar?q=related:ci_zYHlMS5gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"707","10.1177/01461672221120703","Self-Awareness and Stereotypes: Accurate Prediction of Implicit Gender Stereotyping","selfawareness and stereotypes accurate prediction ",3,"Z Rahmani Azad, A Goedderz…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221120703","https://scholar.google.com/scholar?cites=16319247629709624612&as_sdt=2005&sciodt=0,5&hl=en",36,FALSE,NA,3,3,1,3,1,"Research showing that people can predict the patterns of their implicit evaluations toward social groups has raised questions concerning how widely these findings extend to other …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221120703","https://scholar.google.com/scholar?q=related:JEV6kkGdeeIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"708","10.1177/01461672221121381","The Multiple-Matching Perspective on Value Versus Identity: Investigating How Political Ideology and Party Identity Contribute to Citizens' Support for Political …","the multiplematching perspective on value versus i",6,"H Bai",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221121381","https://scholar.google.com/scholar?cites=6119229440633495505&as_sdt=2005&sciodt=0,5&hl=en",106,FALSE,NA,6,2,6,1,3,"Past studies on how political value (ie, ideology) and identity (ie, party identity) predict support for candidates often fail to consider both the perspectives of citizens and candidates …",NA,"https://scholar.google.com/scholar?q=related:0V8SVMHe61QJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"709","10.1177/01461672221121508","Growing together through our cultural differences: self-expansion in intercultural romantic relationships","growing together through our cultural differences ",5,"AL West, H Naeimi, AA Di Bartolomeo…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221121508","https://scholar.google.com/scholar?cites=13629430506981290512&as_sdt=2005&sciodt=0,5&hl=en",19,FALSE,NA,5,5,1,4,1,"Intercultural romantic relationships are increasingly common and although the obstacles such couples face are well documented, the factors that facilitate their success are less …","https://www.amymuise.com/s/West-e-al-2022-self-expansion-intercultural.pdf","https://scholar.google.com/scholar?q=related:EPJ9k9V2Jb0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"710","10.1177/01461672221122515","Feeling appreciated predicts prosocial motivation in avoidantly attached individuals","feeling appreciated predicts prosocial motivation ",2,"KM Schrage, BM Le, JE Stellar…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221122515","https://scholar.google.com/scholar?cites=1607160872181606875&as_sdt=2005&sciodt=0,5&hl=en",44,FALSE,NA,2,2,1,4,1,"Prosocial motivation is an important ingredient for satisfying relationships. However, individuals high in attachment avoidance—those who fear closeness and prefer …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221122515","https://scholar.google.com/scholar?q=related:26lKU0zITRYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"711","10.1177/01461672221123776","Collectivism impairs team performance when relational goals conflict with group goals","collectivism impairs team performance when relatio",4,"X Qin, K Chi Yam, W Ye, J Zhang…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221123776","https://scholar.google.com/scholar?cites=16624832957728196799&as_sdt=2005&sciodt=0,5&hl=en",56,FALSE,NA,4,4,1,5,1,"This research challenges the idea that teams from more collectivistic cultures tend to perform better. We propose that in contexts in which there are tradeoffs between group goals (ie …","https://www.krishnasavani.com/wordpress/wp-content/uploads/2022/09/Qin_Savani_et_al_2022.pdf","https://scholar.google.com/scholar?q=related:v4iYL35Ft-YJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"712","10.1177/01461672221123859","Mechanisms Linking Attachment Orientation to Sleep Quality in Married Couples","mechanisms linking attachment orientation to sleep",3,"Y Xie, BN Chin, BC Feeney",2022,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221123859","https://scholar.google.com/scholar?cites=6936048983371197765&as_sdt=2005&sciodt=0,5&hl=en",115,FALSE,NA,3,3,1,3,1,"There is emerging evidence for links between relationship factors and sleep quality. Existing research linking attachment orientation to sleep quality has yielded inconsistent effects, has …","https://www.researchgate.net/profile/Yuxi-Xie-8/publication/363847804_Mechanisms_Linking_Attachment_Orientation_to_Sleep_Quality_in_Married_Couples/links/6357437112cbac6a3ef30ef1/Mechanisms-Linking-Attachment-Orientation-to-Sleep-Quality-in-Married-Couples.pdf","https://scholar.google.com/scholar?q=related:Ra2MNs3LQWAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"713","10.1177/01461672221124674","Three fish at one hook? Future-oriented, reconciliatory, and defensive claims for historical closure as expressions of the same defensive desire","three fish at one hook futureoriented reconciliato",3,"F Kazarovytska, R Imhoff",2022,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221124674","https://scholar.google.com/scholar?cites=18044446315615866462&as_sdt=2005&sciodt=0,5&hl=en",31,FALSE,NA,3,3,2,2,1,"Historical perpetrator groups seek to shield themselves from image threat by advocating for closing the discussion of their crimes. However, from a broader theoretical perspective, such …","https://psyarxiv.com/kt59b/download/?format=pdf","https://scholar.google.com/scholar?q=related:Xs7jClLAavoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
